2.29102   0.32051
0.93265   -0.49712
-0.24739   -0.51125
-1.30167   -0.0311
0.18833   -1.23441
-0.01744   -0.29095
-0.31649   -1.21343
0.23597   -0.34935
0.1243   0.1152
-0.63652   -0.78767
-0.69894   0.73835
1.68717   -0.51177
-0.06387   -0.52192
-0.85687   -0.62537
0.03629   -0.88259
-1.63294   1.53684
-0.39664   -1.02088
-1.04459   0.67846
1.4114   -0.14595
-0.44687   -1.11599
0.07613   0.03054
-0.01085   -0.3142
-0.00457   -1.3422
0.74017   -1.27747
-0.69264   -0.76708
-0.02406   -0.57603
-1.73073   0.51144
0.55354   -1.08229
0.34515   -0.02338
-0.27927   -0.14028
-0.50679   -0.49339
0.41819   -0.33919
-0.46977   -0.90035
-0.98065   -0.05872
-0.53152   -0.27607
1.73174   0.05109
-0.24371   -0.57621
-0.25256   -0.53163
-0.59072   -0.00122
-0.70669   0.35873
0.86271   0.93595
0.4828   -0.29641
-1.02967   -0.26996
-0.01548   -0.87297
0.90463   -0.82111
0.93878   0.06907
-0.93222   0.46802
-0.9709   -0.64194
0.60681   -1.10623
-0.48995   0.06469
0.43766   -1.15264
-1.16669   1.00797
1.38707   -0.52408
-0.18801   -1.03592
0.21237   -0.57422
1.3839   1.15514
-2.63709   3.93125
-0.35514   0.31414
-0.1867   0.90987
1.65747   -0.58783
1.61313   -0.19489
-1.76643   1.89303
1.52496   0.20336
-0.43682   -0.54638
-1.19788   0.87387
1.18929   -0.20456
-0.40023   -0.25761
-0.32165   0.07354
-2.15476   1.61414
1.39618   -0.42343
0.24532   -0.43137
2.42601   2.56782
-0.94865   0.08412
0.19824   -0.64378
0.06991   -1.31742
0.16131   1.91384
-0.179   -0.46069
-0.9122   -0.71749
-0.35841   -0.2161
0.41046   -0.50743
-1.00452   0.39802
-1.95113   2.1277
-0.08387   1.7407
1.15353   -0.37784
1.05905   -0.75924
0.99807   -0.64518
0.80014   -0.38241
1.79982   0.22793
-1.33837   1.32374
0.76768   0.93592
1.83934   0.22649
1.16076   0.8637
0.83374   -0.08671
1.33787   2.6846
2.09618   2.39207
1.11691   -0.61609
-0.61761   -0.60542
-1.43156   0.94267
0.0551   -0.12844
0.37481   -0.86399
-1.75262   1.16751
0.32699   -0.43761
0.39869   -0.04596
-0.90756   0.20057
0.46975   0.53142
1.15008   2.92742
-1.26605   1.1935
0.36928   -0.37683
-0.20979   -0.30682
-0.74214   0.0648
1.83273   3.53726
-0.75538   -0.15848
-0.49449   -0.27477
0.42837   0.25304
-0.84874   0.34283
-0.96314   0.32443
-0.13488   1.08439
0.1188   -0.0179
-0.74951   0.2953
-0.30838   0.60842
0.46747   -0.48309
-0.94865   0.08412
-1.04257   0.48616
-0.27774   0.15336
1.32603   0.07034
0.03245   0.31035
1.21045   1.64913
-1.74273   0.7914
-0.41904   0.81087
0.33988   0.29244
2.23143   1.23441
1.08867   0.81335
1.15573   1.93512
0.40976   0.36688
-0.22306   0.34751
-0.22306   0.34751
-0.60003   0.07017
-0.27167   0.11648
0.59125   0.36259
-0.39449   0.59268
-0.01943   0.05764
0.31667   1.58197
1.39988   0.87329
0.56894   0.07168
0.0044   -0.1642
-0.63129   0.85766
0.30167   1.03519
-1.29807   1.88357
-1.27444   0.96657
-0.14842   1.64775
0.32251   -1.10798
-0.67153   0.12637
0.69261   0.52188
-0.84315   0.38707
-0.11484   -0.25126
-0.39046   0.02088
1.33481   -0.02528
-0.68572   -0.31884
0.60869   -0.01879
-0.83077   0.3093
-0.69449   0.28007
-1.69215   1.23445
1.67827   0.79451
-0.74527   0.63026
-0.92646   0.50227
-1.20028   0.32067
0.46089   0.75122
1.06466   0.09387
1.05807   0.78135
-1.20028   0.32067
0.69226   0.17366
1.20166   0.5372
0.11574   0.42349
-0.25201   -0.64001
